"fecha","Type","Count"
2022-12-01,"Prohibited and regulated weapons offences",1148
2023-01-01,"Prohibited and regulated weapons offences",1138
2023-02-01,"Prohibited and regulated weapons offences",1148
2023-03-01,"Prohibited and regulated weapons offences",1239
2023-04-01,"Prohibited and regulated weapons offences",1016
2023-05-01,"Prohibited and regulated weapons offences",1234
2023-06-01,"Prohibited and regulated weapons offences",961
2023-07-01,"Prohibited and regulated weapons offences",1089
2023-08-01,"Prohibited and regulated weapons offences",1274
2023-09-01,"Prohibited and regulated weapons offences",1381
2023-10-01,"Prohibited and regulated weapons offences",1205
2023-11-01,"Prohibited and regulated weapons offences",1176
2023-12-01,"Prohibited and regulated weapons offences",1118
1995-01-01,"Prostitution offences",49
1995-02-01,"Prostitution offences",17
1995-03-01,"Prostitution offences",35
1995-04-01,"Prostitution offences",52
1995-05-01,"Prostitution offences",35
1995-06-01,"Prostitution offences",28
1995-07-01,"Prostitution offences",31
1995-08-01,"Prostitution offences",35
1995-09-01,"Prostitution offences",31
1995-10-01,"Prostitution offences",50
1995-11-01,"Prostitution offences",29
1995-12-01,"Prostitution offences",19
1996-01-01,"Prostitution offences",30
1996-02-01,"Prostitution offences",29
1996-03-01,"Prostitution offences",22
1996-04-01,"Prostitution offences",24
1996-05-01,"Prostitution offences",76
1996-06-01,"Prostitution offences",16
1996-07-01,"Prostitution offences",7
1996-08-01,"Prostitution offences",40
1996-09-01,"Prostitution offences",15
1996-10-01,"Prostitution offences",25
1996-11-01,"Prostitution offences",27
1996-12-01,"Prostitution offences",34
1997-01-01,"Prostitution offences",14
1997-02-01,"Prostitution offences",18
1997-03-01,"Prostitution offences",15
1997-04-01,"Prostitution offences",19
1997-05-01,"Prostitution offences",22
1997-06-01,"Prostitution offences",12
1997-07-01,"Prostitution offences",13
1997-08-01,"Prostitution offences",27
1997-09-01,"Prostitution offences",24
1997-10-01,"Prostitution offences",22
1997-11-01,"Prostitution offences",52
1997-12-01,"Prostitution offences",11
1998-01-01,"Prostitution offences",54
1998-02-01,"Prostitution offences",19
1998-03-01,"Prostitution offences",46
1998-04-01,"Prostitution offences",39
1998-05-01,"Prostitution offences",17
1998-06-01,"Prostitution offences",25
1998-07-01,"Prostitution offences",20
1998-08-01,"Prostitution offences",34
1998-09-01,"Prostitution offences",25
1998-10-01,"Prostitution offences",19
1998-11-01,"Prostitution offences",5
1998-12-01,"Prostitution offences",10
1999-01-01,"Prostitution offences",27
1999-02-01,"Prostitution offences",8
1999-03-01,"Prostitution offences",25
1999-04-01,"Prostitution offences",15
1999-05-01,"Prostitution offences",28
1999-06-01,"Prostitution offences",29
1999-07-01,"Prostitution offences",4
1999-08-01,"Prostitution offences",18
1999-09-01,"Prostitution offences",22
1999-10-01,"Prostitution offences",21
1999-11-01,"Prostitution offences",8
1999-12-01,"Prostitution offences",5
2000-01-01,"Prostitution offences",9
2000-02-01,"Prostitution offences",16
2000-03-01,"Prostitution offences",19
2000-04-01,"Prostitution offences",17
2000-05-01,"Prostitution offences",45
2000-06-01,"Prostitution offences",25
2000-07-01,"Prostitution offences",17
2000-08-01,"Prostitution offences",27
2000-09-01,"Prostitution offences",6
2000-10-01,"Prostitution offences",12
2000-11-01,"Prostitution offences",28
2000-12-01,"Prostitution offences",9
2001-01-01,"Prostitution offences",6
2001-02-01,"Prostitution offences",81
2001-03-01,"Prostitution offences",115
2001-04-01,"Prostitution offences",75
2001-05-01,"Prostitution offences",22
2001-06-01,"Prostitution offences",102
2001-07-01,"Prostitution offences",19
2001-08-01,"Prostitution offences",45
2001-09-01,"Prostitution offences",30
2001-10-01,"Prostitution offences",30
2001-11-01,"Prostitution offences",27
2001-12-01,"Prostitution offences",33
2002-01-01,"Prostitution offences",27
2002-02-01,"Prostitution offences",24
2002-03-01,"Prostitution offences",26
2002-04-01,"Prostitution offences",22
2002-05-01,"Prostitution offences",43
2002-06-01,"Prostitution offences",38
2002-07-01,"Prostitution offences",11
2002-08-01,"Prostitution offences",15
2002-09-01,"Prostitution offences",30
2002-10-01,"Prostitution offences",45
2002-11-01,"Prostitution offences",12
2002-12-01,"Prostitution offences",39
2003-01-01,"Prostitution offences",82
2003-02-01,"Prostitution offences",21
2003-03-01,"Prostitution offences",13
2003-04-01,"Prostitution offences",9
2003-05-01,"Prostitution offences",7
2003-06-01,"Prostitution offences",28
2003-07-01,"Prostitution offences",12
2003-08-01,"Prostitution offences",5
2003-09-01,"Prostitution offences",0
2003-10-01,"Prostitution offences",1
2003-11-01,"Prostitution offences",1
2003-12-01,"Prostitution offences",19
2004-01-01,"Prostitution offences",1
2004-02-01,"Prostitution offences",16
2004-03-01,"Prostitution offences",8
2004-04-01,"Prostitution offences",20
2004-05-01,"Prostitution offences",14
2004-06-01,"Prostitution offences",4
2004-07-01,"Prostitution offences",16
2004-08-01,"Prostitution offences",14
2004-09-01,"Prostitution offences",26
2004-10-01,"Prostitution offences",6
2004-11-01,"Prostitution offences",25
2004-12-01,"Prostitution offences",17
2005-01-01,"Prostitution offences",16
2005-02-01,"Prostitution offences",13
2005-03-01,"Prostitution offences",19
2005-04-01,"Prostitution offences",25
2005-05-01,"Prostitution offences",19
2005-06-01,"Prostitution offences",19
2005-07-01,"Prostitution offences",6
2005-08-01,"Prostitution offences",3
2005-09-01,"Prostitution offences",12
2005-10-01,"Prostitution offences",4
2005-11-01,"Prostitution offences",3
2005-12-01,"Prostitution offences",1
2006-01-01,"Prostitution offences",5
2006-02-01,"Prostitution offences",8
2006-03-01,"Prostitution offences",16
2006-04-01,"Prostitution offences",7
2006-05-01,"Prostitution offences",16
2006-06-01,"Prostitution offences",13
2006-07-01,"Prostitution offences",5
2006-08-01,"Prostitution offences",2
2006-09-01,"Prostitution offences",13
2006-10-01,"Prostitution offences",2
2006-11-01,"Prostitution offences",12
2006-12-01,"Prostitution offences",12
2007-01-01,"Prostitution offences",3
2007-02-01,"Prostitution offences",20
2007-03-01,"Prostitution offences",8
2007-04-01,"Prostitution offences",14
2007-05-01,"Prostitution offences",33
2007-06-01,"Prostitution offences",10
2007-07-01,"Prostitution offences",3
2007-08-01,"Prostitution offences",19
2007-09-01,"Prostitution offences",5
2007-10-01,"Prostitution offences",2
2007-11-01,"Prostitution offences",1
2007-12-01,"Prostitution offences",17
2008-01-01,"Prostitution offences",12
2008-02-01,"Prostitution offences",16
2008-03-01,"Prostitution offences",7
2008-04-01,"Prostitution offences",10
2008-05-01,"Prostitution offences",38
2008-06-01,"Prostitution offences",11
2008-07-01,"Prostitution offences",7
2008-08-01,"Prostitution offences",12
2008-09-01,"Prostitution offences",3
2008-10-01,"Prostitution offences",19
2008-11-01,"Prostitution offences",11
2008-12-01,"Prostitution offences",1
2009-01-01,"Prostitution offences",8
2009-02-01,"Prostitution offences",10
2009-03-01,"Prostitution offences",7
2009-04-01,"Prostitution offences",39
2009-05-01,"Prostitution offences",6
2009-06-01,"Prostitution offences",7
2009-07-01,"Prostitution offences",2
2009-08-01,"Prostitution offences",3
2009-09-01,"Prostitution offences",5
2009-10-01,"Prostitution offences",2
2009-11-01,"Prostitution offences",14
2009-12-01,"Prostitution offences",4
2010-01-01,"Prostitution offences",1
2010-02-01,"Prostitution offences",2
2010-03-01,"Prostitution offences",13
2010-04-01,"Prostitution offences",13
2010-05-01,"Prostitution offences",18
2010-06-01,"Prostitution offences",17
2010-07-01,"Prostitution offences",22
2010-08-01,"Prostitution offences",33
2010-09-01,"Prostitution offences",21
2010-10-01,"Prostitution offences",36
2010-11-01,"Prostitution offences",24
2010-12-01,"Prostitution offences",16
2011-01-01,"Prostitution offences",16
2011-02-01,"Prostitution offences",16
2011-03-01,"Prostitution offences",23
2011-04-01,"Prostitution offences",9
2011-05-01,"Prostitution offences",9
2011-06-01,"Prostitution offences",11
2011-07-01,"Prostitution offences",8
2011-08-01,"Prostitution offences",4
2011-09-01,"Prostitution offences",7
2011-10-01,"Prostitution offences",6
2011-11-01,"Prostitution offences",2
2011-12-01,"Prostitution offences",1
2012-01-01,"Prostitution offences",2
2012-02-01,"Prostitution offences",9
2012-03-01,"Prostitution offences",1
2012-04-01,"Prostitution offences",3
2012-05-01,"Prostitution offences",12
2012-06-01,"Prostitution offences",8
2012-07-01,"Prostitution offences",11
2012-08-01,"Prostitution offences",19
2012-09-01,"Prostitution offences",19
2012-10-01,"Prostitution offences",13
2012-11-01,"Prostitution offences",1
2012-12-01,"Prostitution offences",1
2013-01-01,"Prostitution offences",1
2013-02-01,"Prostitution offences",5
2013-03-01,"Prostitution offences",2
2013-04-01,"Prostitution offences",4
2013-05-01,"Prostitution offences",7
2013-06-01,"Prostitution offences",7
2013-07-01,"Prostitution offences",4
2013-08-01,"Prostitution offences",5
2013-09-01,"Prostitution offences",2
2013-10-01,"Prostitution offences",5
2013-11-01,"Prostitution offences",1
2013-12-01,"Prostitution offences",1
2014-01-01,"Prostitution offences",4
2014-02-01,"Prostitution offences",3
2014-03-01,"Prostitution offences",9
2014-04-01,"Prostitution offences",25
2014-05-01,"Prostitution offences",26
2014-06-01,"Prostitution offences",72
2014-07-01,"Prostitution offences",46
2014-08-01,"Prostitution offences",15
2014-09-01,"Prostitution offences",12
2014-10-01,"Prostitution offences",14
2014-11-01,"Prostitution offences",26
2014-12-01,"Prostitution offences",7
2015-01-01,"Prostitution offences",16
2015-02-01,"Prostitution offences",14
2015-03-01,"Prostitution offences",28
2015-04-01,"Prostitution offences",9
2015-05-01,"Prostitution offences",9
2015-06-01,"Prostitution offences",9
2015-07-01,"Prostitution offences",7
2015-08-01,"Prostitution offences",8
2015-09-01,"Prostitution offences",11
2015-10-01,"Prostitution offences",4
2015-11-01,"Prostitution offences",4
2015-12-01,"Prostitution offences",3
2016-01-01,"Prostitution offences",2
2016-02-01,"Prostitution offences",2
2016-03-01,"Prostitution offences",2
2016-04-01,"Prostitution offences",3
2016-05-01,"Prostitution offences",2
2016-06-01,"Prostitution offences",3
2016-07-01,"Prostitution offences",8
2016-08-01,"Prostitution offences",1
2016-09-01,"Prostitution offences",13
2016-10-01,"Prostitution offences",8
2016-11-01,"Prostitution offences",2
2016-12-01,"Prostitution offences",5
2017-01-01,"Prostitution offences",9
2017-02-01,"Prostitution offences",12
2017-03-01,"Prostitution offences",9
2017-04-01,"Prostitution offences",15
2017-05-01,"Prostitution offences",1
2017-06-01,"Prostitution offences",5
2017-07-01,"Prostitution offences",3
2017-08-01,"Prostitution offences",5
2017-09-01,"Prostitution offences",5
2017-10-01,"Prostitution offences",3
2017-11-01,"Prostitution offences",0
2017-12-01,"Prostitution offences",5
2018-01-01,"Prostitution offences",5
2018-02-01,"Prostitution offences",2
2018-03-01,"Prostitution offences",2
2018-04-01,"Prostitution offences",6
2018-05-01,"Prostitution offences",2
2018-06-01,"Prostitution offences",3
2018-07-01,"Prostitution offences",0
2018-08-01,"Prostitution offences",1
2018-09-01,"Prostitution offences",0
2018-10-01,"Prostitution offences",1
2018-11-01,"Prostitution offences",2
2018-12-01,"Prostitution offences",3
2019-01-01,"Prostitution offences",0
2019-02-01,"Prostitution offences",3
2019-03-01,"Prostitution offences",3
2019-04-01,"Prostitution offences",0
2019-05-01,"Prostitution offences",3
2019-06-01,"Prostitution offences",4
2019-07-01,"Prostitution offences",2
2019-08-01,"Prostitution offences",1
2019-09-01,"Prostitution offences",1
2019-10-01,"Prostitution offences",1
2019-11-01,"Prostitution offences",3
2019-12-01,"Prostitution offences",0
2020-01-01,"Prostitution offences",2
2020-02-01,"Prostitution offences",3
2020-03-01,"Prostitution offences",4
2020-04-01,"Prostitution offences",2
2020-05-01,"Prostitution offences",2
2020-06-01,"Prostitution offences",2
2020-07-01,"Prostitution offences",0
2020-08-01,"Prostitution offences",1
2020-09-01,"Prostitution offences",0
2020-10-01,"Prostitution offences",0
2020-11-01,"Prostitution offences",2
2020-12-01,"Prostitution offences",2
2021-01-01,"Prostitution offences",0
2021-02-01,"Prostitution offences",1
2021-03-01,"Prostitution offences",6
2021-04-01,"Prostitution offences",1
2021-05-01,"Prostitution offences",4
2021-06-01,"Prostitution offences",0
2021-07-01,"Prostitution offences",1
2021-08-01,"Prostitution offences",2
2021-09-01,"Prostitution offences",2
2021-10-01,"Prostitution offences",1
2021-11-01,"Prostitution offences",2
2021-12-01,"Prostitution offences",1
2022-01-01,"Prostitution offences",1
2022-02-01,"Prostitution offences",3
2022-03-01,"Prostitution offences",2
2022-04-01,"Prostitution offences",0
2022-05-01,"Prostitution offences",1
2022-06-01,"Prostitution offences",2
2022-07-01,"Prostitution offences",3
2022-08-01,"Prostitution offences",6
2022-09-01,"Prostitution offences",3
2022-10-01,"Prostitution offences",5
2022-11-01,"Prostitution offences",5
2022-12-01,"Prostitution offences",1
2023-01-01,"Prostitution offences",2
2023-02-01,"Prostitution offences",1
2023-03-01,"Prostitution offences",3
2023-04-01,"Prostitution offences",0
2023-05-01,"Prostitution offences",2
2023-06-01,"Prostitution offences",1
2023-07-01,"Prostitution offences",0
2023-08-01,"Prostitution offences",2
2023-09-01,"Prostitution offences",2
2023-10-01,"Prostitution offences",2
2023-11-01,"Prostitution offences",6
2023-12-01,"Prostitution offences",2
1995-01-01,"Robbery",675
1995-02-01,"Robbery",498
1995-03-01,"Robbery",546
1995-04-01,"Robbery",562
1995-05-01,"Robbery",579
1995-06-01,"Robbery",522
1995-07-01,"Robbery",569
1995-08-01,"Robbery",561
1995-09-01,"Robbery",559
1995-10-01,"Robbery",678
1995-11-01,"Robbery",678
1995-12-01,"Robbery",731
1996-01-01,"Robbery",662
1996-02-01,"Robbery",582
1996-03-01,"Robbery",695
1996-04-01,"Robbery",662
1996-05-01,"Robbery",775
1996-06-01,"Robbery",736
1996-07-01,"Robbery",639
1996-08-01,"Robbery",614
1996-09-01,"Robbery",619
1996-10-01,"Robbery",723
1996-11-01,"Robbery",767
1996-12-01,"Robbery",740
1997-01-01,"Robbery",884
1997-02-01,"Robbery",887
1997-03-01,"Robbery",1033
1997-04-01,"Robbery",911
1997-05-01,"Robbery",1093
1997-06-01,"Robbery",974
1997-07-01,"Robbery",1026
1997-08-01,"Robbery",908
1997-09-01,"Robbery",961
1997-10-01,"Robbery",988
1997-11-01,"Robbery",1016
1997-12-01,"Robbery",1052
1998-01-01,"Robbery",908
1998-02-01,"Robbery",904
1998-03-01,"Robbery",1117
1998-04-01,"Robbery",1130
1998-05-01,"Robbery",1248
1998-06-01,"Robbery",1066
1998-07-01,"Robbery",1045
1998-08-01,"Robbery",1053
1998-09-01,"Robbery",983
1998-10-01,"Robbery",1085
1998-11-01,"Robbery",1022
1998-12-01,"Robbery",1009
1999-01-01,"Robbery",970
1999-02-01,"Robbery",910
1999-03-01,"Robbery",989
1999-04-01,"Robbery",1006
1999-05-01,"Robbery",1021
1999-06-01,"Robbery",865
1999-07-01,"Robbery",879
1999-08-01,"Robbery",954
1999-09-01,"Robbery",866
1999-10-01,"Robbery",947
1999-11-01,"Robbery",1008
1999-12-01,"Robbery",927
2000-01-01,"Robbery",988
2000-02-01,"Robbery",900
2000-03-01,"Robbery",1146
2000-04-01,"Robbery",987
2000-05-01,"Robbery",1058
2000-06-01,"Robbery",1104
2000-07-01,"Robbery",1078
2000-08-01,"Robbery",960
2000-09-01,"Robbery",893
2000-10-01,"Robbery",939
2000-11-01,"Robbery",1033
2000-12-01,"Robbery",1002
2001-01-01,"Robbery",1237
2001-02-01,"Robbery",1435
2001-03-01,"Robbery",1494
2001-04-01,"Robbery",1217
2001-05-01,"Robbery",1178
2001-06-01,"Robbery",1086
2001-07-01,"Robbery",1131
2001-08-01,"Robbery",1097
2001-09-01,"Robbery",1029
2001-10-01,"Robbery",1069
2001-11-01,"Robbery",967
2001-12-01,"Robbery",960
2002-01-01,"Robbery",1037
2002-02-01,"Robbery",855
2002-03-01,"Robbery",997
2002-04-01,"Robbery",945
2002-05-01,"Robbery",945
2002-06-01,"Robbery",821
2002-07-01,"Robbery",826
2002-08-01,"Robbery",818
2002-09-01,"Robbery",876
2002-10-01,"Robbery",785
2002-11-01,"Robbery",905
2002-12-01,"Robbery",787
2003-01-01,"Robbery",808
2003-02-01,"Robbery",815
2003-03-01,"Robbery",901
2003-04-01,"Robbery",963
2003-05-01,"Robbery",978
2003-06-01,"Robbery",802
2003-07-01,"Robbery",852
2003-08-01,"Robbery",667
2003-09-01,"Robbery",719
2003-10-01,"Robbery",723
2003-11-01,"Robbery",783
2003-12-01,"Robbery",686
2004-01-01,"Robbery",702
2004-02-01,"Robbery",650
2004-03-01,"Robbery",793
2004-04-01,"Robbery",746
2004-05-01,"Robbery",788
2004-06-01,"Robbery",627
2004-07-01,"Robbery",642
2004-08-01,"Robbery",596
2004-09-01,"Robbery",572
2004-10-01,"Robbery",579
2004-11-01,"Robbery",588
2004-12-01,"Robbery",609
2005-01-01,"Robbery",577
2005-02-01,"Robbery",535
2005-03-01,"Robbery",770
2005-04-01,"Robbery",706
2005-05-01,"Robbery",584
2005-06-01,"Robbery",635
2005-07-01,"Robbery",610
2005-08-01,"Robbery",643
2005-09-01,"Robbery",730
2005-10-01,"Robbery",717
2005-11-01,"Robbery",720
2005-12-01,"Robbery",717
2006-01-01,"Robbery",702
2006-02-01,"Robbery",657
2006-03-01,"Robbery",737
2006-04-01,"Robbery",611
2006-05-01,"Robbery",603
2006-06-01,"Robbery",651
2006-07-01,"Robbery",634
2006-08-01,"Robbery",630
2006-09-01,"Robbery",580
2006-10-01,"Robbery",606
2006-11-01,"Robbery",647
2006-12-01,"Robbery",595
2007-01-01,"Robbery",591
2007-02-01,"Robbery",589
2007-03-01,"Robbery",778
2007-04-01,"Robbery",777
2007-05-01,"Robbery",676
2007-06-01,"Robbery",548
2007-07-01,"Robbery",607
2007-08-01,"Robbery",579
2007-09-01,"Robbery",602
2007-10-01,"Robbery",603
2007-11-01,"Robbery",550
2007-12-01,"Robbery",545
2008-01-01,"Robbery",576
2008-02-01,"Robbery",605
2008-03-01,"Robbery",719
2008-04-01,"Robbery",623
2008-05-01,"Robbery",583
2008-06-01,"Robbery",532
2008-07-01,"Robbery",453
2008-08-01,"Robbery",526
2008-09-01,"Robbery",489
2008-10-01,"Robbery",600
2008-11-01,"Robbery",519
2008-12-01,"Robbery",464
2009-01-01,"Robbery",482
2009-02-01,"Robbery",471
2009-03-01,"Robbery",501
2009-04-01,"Robbery",562
2009-05-01,"Robbery",544
2009-06-01,"Robbery",477
2009-07-01,"Robbery",467
2009-08-01,"Robbery",518
2009-09-01,"Robbery",459
2009-10-01,"Robbery",487
2009-11-01,"Robbery",487
2009-12-01,"Robbery",455
2010-01-01,"Robbery",518
2010-02-01,"Robbery",405
2010-03-01,"Robbery",563
2010-04-01,"Robbery",467
2010-05-01,"Robbery",504
2010-06-01,"Robbery",441
2010-07-01,"Robbery",454
2010-08-01,"Robbery",426
2010-09-01,"Robbery",428
2010-10-01,"Robbery",382
2010-11-01,"Robbery",404
2010-12-01,"Robbery",427
2011-01-01,"Robbery",471
2011-02-01,"Robbery",350
2011-03-01,"Robbery",478
2011-04-01,"Robbery",440
2011-05-01,"Robbery",420
2011-06-01,"Robbery",387
2011-07-01,"Robbery",322
2011-08-01,"Robbery",337
2011-09-01,"Robbery",427
2011-10-01,"Robbery",359
2011-11-01,"Robbery",413
2011-12-01,"Robbery",462
2012-01-01,"Robbery",389
2012-02-01,"Robbery",386
2012-03-01,"Robbery",451
2012-04-01,"Robbery",416
2012-05-01,"Robbery",390
2012-06-01,"Robbery",380
2012-07-01,"Robbery",330
2012-08-01,"Robbery",362
2012-09-01,"Robbery",368
2012-10-01,"Robbery",421
2012-11-01,"Robbery",359
2012-12-01,"Robbery",330
2013-01-01,"Robbery",380
2013-02-01,"Robbery",316
2013-03-01,"Robbery",379
2013-04-01,"Robbery",342
2013-05-01,"Robbery",393
2013-06-01,"Robbery",351
2013-07-01,"Robbery",338
2013-08-01,"Robbery",357
2013-09-01,"Robbery",325
2013-10-01,"Robbery",345
2013-11-01,"Robbery",336
2013-12-01,"Robbery",323
2014-01-01,"Robbery",294
2014-02-01,"Robbery",307
2014-03-01,"Robbery",274
2014-04-01,"Robbery",294
2014-05-01,"Robbery",297
2014-06-01,"Robbery",283
2014-07-01,"Robbery",266
2014-08-01,"Robbery",310
2014-09-01,"Robbery",285
2014-10-01,"Robbery",295
2014-11-01,"Robbery",260
2014-12-01,"Robbery",269
2015-01-01,"Robbery",253
2015-02-01,"Robbery",235
2015-03-01,"Robbery",268
2015-04-01,"Robbery",238
2015-05-01,"Robbery",273
2015-06-01,"Robbery",237
2015-07-01,"Robbery",197
2015-08-01,"Robbery",184
2015-09-01,"Robbery",195
2015-10-01,"Robbery",221
2015-11-01,"Robbery",199
2015-12-01,"Robbery",199
2016-01-01,"Robbery",184
2016-02-01,"Robbery",197
2016-03-01,"Robbery",208
2016-04-01,"Robbery",209
2016-05-01,"Robbery",202
2016-06-01,"Robbery",179
2016-07-01,"Robbery",198
2016-08-01,"Robbery",164
2016-09-01,"Robbery",190
2016-10-01,"Robbery",194
2016-11-01,"Robbery",219
2016-12-01,"Robbery",212
2017-01-01,"Robbery",209
2017-02-01,"Robbery",182
2017-03-01,"Robbery",219
2017-04-01,"Robbery",183
2017-05-01,"Robbery",202
2017-06-01,"Robbery",200
2017-07-01,"Robbery",247
2017-08-01,"Robbery",190
2017-09-01,"Robbery",176
2017-10-01,"Robbery",206
2017-11-01,"Robbery",186
2017-12-01,"Robbery",232
2018-01-01,"Robbery",234
2018-02-01,"Robbery",205
2018-03-01,"Robbery",239
2018-04-01,"Robbery",189
2018-05-01,"Robbery",179
2018-06-01,"Robbery",203
2018-07-01,"Robbery",213
2018-08-01,"Robbery",191
2018-09-01,"Robbery",241
2018-10-01,"Robbery",192
2018-11-01,"Robbery",198
2018-12-01,"Robbery",209
2019-01-01,"Robbery",241
2019-02-01,"Robbery",219
2019-03-01,"Robbery",264
2019-04-01,"Robbery",197
2019-05-01,"Robbery",216
2019-06-01,"Robbery",171
2019-07-01,"Robbery",184
2019-08-01,"Robbery",207
2019-09-01,"Robbery",219
2019-10-01,"Robbery",196
2019-11-01,"Robbery",215
2019-12-01,"Robbery",226
2020-01-01,"Robbery",214
2020-02-01,"Robbery",224
2020-03-01,"Robbery",201
2020-04-01,"Robbery",125
2020-05-01,"Robbery",135
2020-06-01,"Robbery",177
2020-07-01,"Robbery",157
2020-08-01,"Robbery",168
2020-09-01,"Robbery",181
2020-10-01,"Robbery",168
2020-11-01,"Robbery",193
2020-12-01,"Robbery",174
2021-01-01,"Robbery",193
2021-02-01,"Robbery",141
2021-03-01,"Robbery",159
2021-04-01,"Robbery",178
2021-05-01,"Robbery",196
2021-06-01,"Robbery",215
2021-07-01,"Robbery",120
2021-08-01,"Robbery",96
2021-09-01,"Robbery",93
2021-10-01,"Robbery",106
2021-11-01,"Robbery",127
2021-12-01,"Robbery",144
2022-01-01,"Robbery",152
2022-02-01,"Robbery",135
2022-03-01,"Robbery",153
2022-04-01,"Robbery",140
2022-05-01,"Robbery",139
2022-06-01,"Robbery",132
2022-07-01,"Robbery",128
2022-08-01,"Robbery",159
2022-09-01,"Robbery",172
2022-10-01,"Robbery",187
2022-11-01,"Robbery",182
2022-12-01,"Robbery",164
2023-01-01,"Robbery",153
2023-02-01,"Robbery",157
2023-03-01,"Robbery",181
2023-04-01,"Robbery",164
2023-05-01,"Robbery",157
2023-06-01,"Robbery",149
2023-07-01,"Robbery",166
2023-08-01,"Robbery",158
2023-09-01,"Robbery",179
2023-10-01,"Robbery",162
2023-11-01,"Robbery",139
2023-12-01,"Robbery",156
1995-01-01,"Sexual offences",629
1995-02-01,"Sexual offences",502
1995-03-01,"Sexual offences",633
1995-04-01,"Sexual offences",521
1995-05-01,"Sexual offences",490
1995-06-01,"Sexual offences",474
1995-07-01,"Sexual offences",446
1995-08-01,"Sexual offences",657
1995-09-01,"Sexual offences",577
1995-10-01,"Sexual offences",587
1995-11-01,"Sexual offences",632
1995-12-01,"Sexual offences",636
1996-01-01,"Sexual offences",793
1996-02-01,"Sexual offences",591
1996-03-01,"Sexual offences",727
1996-04-01,"Sexual offences",807
1996-05-01,"Sexual offences",827
1996-06-01,"Sexual offences",777
1996-07-01,"Sexual offences",650
1996-08-01,"Sexual offences",844
1996-09-01,"Sexual offences",696
1996-10-01,"Sexual offences",734
1996-11-01,"Sexual offences",719
1996-12-01,"Sexual offences",615
1997-01-01,"Sexual offences",851
1997-02-01,"Sexual offences",782
1997-03-01,"Sexual offences",919
1997-04-01,"Sexual offences",881
1997-05-01,"Sexual offences",870
1997-06-01,"Sexual offences",725
1997-07-01,"Sexual offences",772
1997-08-01,"Sexual offences",971
1997-09-01,"Sexual offences",860
1997-10-01,"Sexual offences",876
1997-11-01,"Sexual offences",856
1997-12-01,"Sexual offences",872
1998-01-01,"Sexual offences",817
1998-02-01,"Sexual offences",778
1998-03-01,"Sexual offences",789
1998-04-01,"Sexual offences",702
1998-05-01,"Sexual offences",725
1998-06-01,"Sexual offences",748
1998-07-01,"Sexual offences",593
1998-08-01,"Sexual offences",662
1998-09-01,"Sexual offences",846
1998-10-01,"Sexual offences",762
1998-11-01,"Sexual offences",703
1998-12-01,"Sexual offences",616
1999-01-01,"Sexual offences",714
1999-02-01,"Sexual offences",732
1999-03-01,"Sexual offences",765
1999-04-01,"Sexual offences",575
1999-05-01,"Sexual offences",691
1999-06-01,"Sexual offences",724
1999-07-01,"Sexual offences",577
1999-08-01,"Sexual offences",649
1999-09-01,"Sexual offences",685
1999-10-01,"Sexual offences",639
1999-11-01,"Sexual offences",657
1999-12-01,"Sexual offences",713
2000-01-01,"Sexual offences",764
2000-02-01,"Sexual offences",831
2000-03-01,"Sexual offences",869
2000-04-01,"Sexual offences",707
2000-05-01,"Sexual offences",705
2000-06-01,"Sexual offences",704
2000-07-01,"Sexual offences",740
2000-08-01,"Sexual offences",749
2000-09-01,"Sexual offences",622
2000-10-01,"Sexual offences",787
2000-11-01,"Sexual offences",767
2000-12-01,"Sexual offences",713
2001-01-01,"Sexual offences",792
2001-02-01,"Sexual offences",901
2001-03-01,"Sexual offences",897
2001-04-01,"Sexual offences",692
2001-05-01,"Sexual offences",697
2001-06-01,"Sexual offences",728
2001-07-01,"Sexual offences",653
2001-08-01,"Sexual offences",674
2001-09-01,"Sexual offences",720
2001-10-01,"Sexual offences",814
2001-11-01,"Sexual offences",737
2001-12-01,"Sexual offences",642
2002-01-01,"Sexual offences",777
2002-02-01,"Sexual offences",852
2002-03-01,"Sexual offences",752
2002-04-01,"Sexual offences",784
2002-05-01,"Sexual offences",835
2002-06-01,"Sexual offences",696
2002-07-01,"Sexual offences",624
2002-08-01,"Sexual offences",790
2002-09-01,"Sexual offences",814
2002-10-01,"Sexual offences",870
2002-11-01,"Sexual offences",879
2002-12-01,"Sexual offences",930
2003-01-01,"Sexual offences",814
2003-02-01,"Sexual offences",748
2003-03-01,"Sexual offences",870
2003-04-01,"Sexual offences",739
2003-05-01,"Sexual offences",835
2003-06-01,"Sexual offences",765
2003-07-01,"Sexual offences",699
2003-08-01,"Sexual offences",819
2003-09-01,"Sexual offences",772
2003-10-01,"Sexual offences",715
2003-11-01,"Sexual offences",784
2003-12-01,"Sexual offences",738
2004-01-01,"Sexual offences",791
2004-02-01,"Sexual offences",847
2004-03-01,"Sexual offences",889
2004-04-01,"Sexual offences",691
2004-05-01,"Sexual offences",711
2004-06-01,"Sexual offences",701
2004-07-01,"Sexual offences",747
2004-08-01,"Sexual offences",820
2004-09-01,"Sexual offences",768
2004-10-01,"Sexual offences",793
2004-11-01,"Sexual offences",874
2004-12-01,"Sexual offences",809
2005-01-01,"Sexual offences",773
2005-02-01,"Sexual offences",865
2005-03-01,"Sexual offences",923
2005-04-01,"Sexual offences",672
2005-05-01,"Sexual offences",810
